FID,ID,kabko,lat,long,tanggal_ms,tanggal_iso,hari,populasi,otg,odp_aktif,pdp_aktif,pos_aktif,pos_rs,pos_meninggal,pos_sembuh,pos_total
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1584662400000,2020-03-20,0,994212,0,0,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1584748800000,2020-03-21,1,994212,0,0,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1584835200000,2020-03-22,2,994212,0,0,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1584921600000,2020-03-23,3,994212,0,1,1,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585008000000,2020-03-24,4,994212,0,48,1,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585094400000,2020-03-25,5,994212,0,76,1,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585180800000,2020-03-26,6,994212,0,82,1,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585267200000,2020-03-27,7,994212,0,107,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585353600000,2020-03-28,8,994212,0,121,0,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1584662400000,2020-03-20,0,1617814,0,0,0,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1584748800000,2020-03-21,1,1617814,0,0,0,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1584835200000,2020-03-22,2,1617814,0,0,0,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1584921600000,2020-03-23,3,1617814,0,38,0,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1584662400000,2020-03-20,0,1163789,0,0,0,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1584748800000,2020-03-21,1,1163789,0,0,0,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1584835200000,2020-03-22,2,1163789,0,0,0,0,0,0,0,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1584921600000,2020-03-23,3,1163789,0,53,1,1,0,0,0,1
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585440000000,2020-03-29,9,994212,0,142,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585526400000,2020-03-30,10,994212,0,176,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585612800000,2020-03-31,11,994212,0,190,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585699200000,2020-04-01,12,994212,0,225,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585785600000,2020-04-02,13,994212,0,244,0,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585008000000,2020-03-24,4,1617814,0,59,1,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585094400000,2020-03-25,5,1617814,0,73,1,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585180800000,2020-03-26,6,1617814,0,96,1,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585008000000,2020-03-24,4,1163789,0,72,1,1,0,0,0,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585094400000,2020-03-25,5,1163789,0,98,2,1,0,0,0,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585180800000,2020-03-26,6,1163789,0,119,2,1,0,0,0,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585267200000,2020-03-27,7,1163789,0,154,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585353600000,2020-03-28,8,1163789,0,210,2,0,0,0,1,1
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585872000000,2020-04-03,14,994212,0,270,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1585958400000,2020-04-04,15,994212,3,259,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586044800000,2020-04-05,16,994212,8,279,2,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586131200000,2020-04-06,17,994212,8,285,2,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586217600000,2020-04-07,18,994212,3,277,2,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586304000000,2020-04-08,19,994212,8,298,2,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586390400000,2020-04-09,20,994212,8,305,1,1,1,0,0,1
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586476800000,2020-04-10,21,994212,7,315,2,3,1,0,0,3
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586563200000,2020-04-11,22,994212,30,338,2,3,3,0,0,3
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586649600000,2020-04-12,23,994212,145,396,1,4,4,0,0,4
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586736000000,2020-04-13,24,994212,191,299,2,4,4,0,0,4
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586822400000,2020-04-14,25,994212,196,362,2,4,4,0,0,4
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586908800000,2020-04-15,26,994212,220,367,2,4,4,0,0,4
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1586995200000,2020-04-16,27,994212,236,352,3,4,4,0,0,4
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587081600000,2020-04-17,28,994212,243,331,4,4,4,0,1,5
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587168000000,2020-04-18,29,994212,243,327,4,4,4,0,1,5
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587254400000,2020-04-19,30,994212,247,325,4,4,4,0,1,5
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585267200000,2020-03-27,7,1617814,0,112,1,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585353600000,2020-03-28,8,1617814,0,154,1,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1584662400000,2020-03-20,0,1252020,0,0,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1584748800000,2020-03-21,1,1252020,0,0,0,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585440000000,2020-03-29,9,1163789,0,223,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585526400000,2020-03-30,10,1163789,6,251,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585612800000,2020-03-31,11,1163789,6,242,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585699200000,2020-04-01,12,1163789,11,265,1,0,0,0,1,1
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1584835200000,2020-03-22,2,1252020,0,0,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1584921600000,2020-03-23,3,1252020,0,26,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585008000000,2020-03-24,4,1252020,0,29,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585094400000,2020-03-25,5,1252020,0,33,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585180800000,2020-03-26,6,1252020,0,37,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585267200000,2020-03-27,7,1252020,0,40,1,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585785600000,2020-04-02,13,1163789,16,268,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585872000000,2020-04-03,14,1163789,16,289,1,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1585958400000,2020-04-04,15,1163789,16,283,0,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586044800000,2020-04-05,16,1163789,16,258,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586131200000,2020-04-06,17,1163789,16,255,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586217600000,2020-04-07,18,1163789,48,266,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586304000000,2020-04-08,19,1163789,16,261,2,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586390400000,2020-04-09,20,1163789,16,242,1,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586476800000,2020-04-10,21,1163789,16,208,0,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586563200000,2020-04-11,22,1163789,16,184,1,0,0,0,1,1
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585353600000,2020-03-28,8,1252020,0,46,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585440000000,2020-03-29,9,1252020,0,50,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585526400000,2020-03-30,10,1252020,15,44,0,0,0,0,0,0
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585440000000,2020-03-29,9,1617814,0,170,0,1,0,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585526400000,2020-03-30,10,1617814,62,199,0,1,0,0,0,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586649600000,2020-04-12,23,1163789,16,183,1,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586736000000,2020-04-13,24,1163789,16,155,1,0,0,0,1,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586822400000,2020-04-14,25,1163789,30,151,2,0,0,1,1,2
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586908800000,2020-04-15,26,1163789,49,151,2,0,0,1,1,2
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585612800000,2020-03-31,11,1252020,15,49,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585699200000,2020-04-01,12,1252020,15,60,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585785600000,2020-04-02,13,1252020,15,57,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1584662400000,2020-03-20,0,778789,0,0,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1584748800000,2020-03-21,1,778789,0,0,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1584835200000,2020-03-22,2,778789,0,0,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1584921600000,2020-03-23,3,778789,0,67,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585008000000,2020-03-24,4,778789,0,83,0,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587340800000,2020-04-20,31,994212,259,325,4,4,4,0,1,5
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587427200000,2020-04-21,32,994212,261,343,4,5,5,0,1,6
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587513600000,2020-04-22,33,994212,281,349,4,5,5,0,1,6
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587600000000,2020-04-23,34,994212,287,356,4,5,5,0,1,6
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585094400000,2020-03-25,5,778789,0,119,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585180800000,2020-03-26,6,778789,0,153,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585267200000,2020-03-27,7,778789,0,196,1,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585353600000,2020-03-28,8,778789,0,205,1,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585440000000,2020-03-29,9,778789,0,209,1,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585526400000,2020-03-30,10,778789,0,217,1,0,0,0,0,0
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587686400000,2020-04-24,35,994212,289,364,5,7,7,0,1,8
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587772800000,2020-04-25,36,994212,347,377,5,8,8,0,1,9
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587859200000,2020-04-26,37,994212,361,378,2,8,8,0,1,9
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1587945600000,2020-04-27,38,994212,421,366,2,8,8,0,1,9
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1586995200000,2020-04-16,27,1163789,65,125,3,1,0,1,1,3
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587081600000,2020-04-17,28,1163789,105,107,4,1,0,1,1,3
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587168000000,2020-04-18,29,1163789,120,98,3,1,0,1,1,3
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587254400000,2020-04-19,30,1163789,120,92,3,1,0,1,1,3
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588032000000,2020-04-28,39,994212,448,377,2,8,8,0,1,9
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588118400000,2020-04-29,40,994212,448,382,2,8,8,0,1,9
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588204800000,2020-04-30,41,994212,477,382,3,10,9,0,1,11
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588291200000,2020-05-01,42,994212,490,387,2,10,9,0,2,12
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588377600000,2020-05-02,43,994212,492,395,2,10,10,0,2,12
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585612800000,2020-03-31,11,1617814,62,237,0,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585699200000,2020-04-01,12,1617814,62,250,0,1,1,0,0,1
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588464000000,2020-05-03,44,994212,492,409,2,10,10,0,2,12
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588550400000,2020-05-04,45,994212,492,413,2,10,10,0,2,12
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588636800000,2020-05-05,46,994212,497,415,3,11,11,0,2,13
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587340800000,2020-04-20,31,1163789,767,95,3,1,0,1,1,3
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587427200000,2020-04-21,32,1163789,124,97,2,1,0,1,1,3
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587513600000,2020-04-22,33,1163789,126,104,2,1,0,1,1,3
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588723200000,2020-05-06,47,994212,503,421,3,12,12,1,2,15
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588809600000,2020-05-07,48,994212,503,423,3,15,12,1,2,18
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588896000000,2020-05-08,49,994212,512,430,3,16,15,1,2,19
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1588982400000,2020-05-09,50,994212,514,437,3,16,16,1,2,19
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589068800000,2020-05-10,51,994212,544,441,3,15,15,1,3,19
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585872000000,2020-04-03,14,1252020,48,60,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1585958400000,2020-04-04,15,1252020,48,56,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586044800000,2020-04-05,16,1252020,48,55,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586131200000,2020-04-06,17,1252020,48,53,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585612800000,2020-03-31,11,778789,1,232,1,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585699200000,2020-04-01,12,778789,1,255,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585785600000,2020-04-02,13,778789,1,329,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585872000000,2020-04-03,14,778789,1,445,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1585958400000,2020-04-04,15,778789,1,510,0,0,0,0,0,0
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586044800000,2020-04-05,16,778789,1,601,0,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586131200000,2020-04-06,17,778789,0,613,0,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585785600000,2020-04-02,13,1617814,62,260,2,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585872000000,2020-04-03,14,1617814,62,287,2,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1585958400000,2020-04-04,15,1617814,62,301,3,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1586044800000,2020-04-05,16,1617814,62,264,3,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1586131200000,2020-04-06,17,1617814,62,222,5,1,1,0,0,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1586217600000,2020-04-07,18,1617814,62,195,5,1,1,0,0,1
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587600000000,2020-04-23,34,1163789,128,108,3,1,0,1,1,3
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587686400000,2020-04-24,35,1163789,130,110,4,4,0,1,1,6
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587772800000,2020-04-25,36,1163789,180,107,6,4,0,1,1,6
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587859200000,2020-04-26,37,1163789,200,106,7,4,3,1,1,6
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1587945600000,2020-04-27,38,1163789,200,102,7,4,3,1,1,6
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586217600000,2020-04-07,18,778789,0,640,0,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586304000000,2020-04-08,19,778789,3,625,0,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586390400000,2020-04-09,20,778789,23,622,0,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586476800000,2020-04-10,21,778789,27,616,0,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586563200000,2020-04-11,22,778789,27,586,1,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586649600000,2020-04-12,23,778789,27,573,1,1,1,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586736000000,2020-04-13,24,778789,28,540,1,1,1,0,0,1
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589155200000,2020-05-11,52,994212,544,425,3,15,15,1,4,20
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589241600000,2020-05-12,53,994212,544,430,5,15,15,1,4,20
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589328000000,2020-05-13,54,994212,560,433,5,15,15,1,4,20
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589414400000,2020-05-14,55,994212,584,439,5,15,15,1,4,20
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586822400000,2020-04-14,25,778789,28,532,1,1,0,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586908800000,2020-04-15,26,778789,28,490,1,1,0,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1586995200000,2020-04-16,27,778789,28,380,1,1,0,0,0,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587081600000,2020-04-17,28,778789,28,326,1,0,0,0,1,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587168000000,2020-04-18,29,778789,28,306,1,0,0,0,1,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587254400000,2020-04-19,30,778789,28,256,1,0,0,0,1,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587340800000,2020-04-20,31,778789,28,254,1,0,0,0,1,1
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589500800000,2020-05-15,56,994212,610,446,6,17,16,1,4,22
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589587200000,2020-05-16,57,994212,610,449,6,17,17,1,4,22
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589673600000,2020-05-17,58,994212,619,455,5,19,19,1,4,24
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589760000000,2020-05-18,59,994212,626,462,5,19,19,1,4,24
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589846400000,2020-05-19,60,994212,628,466,8,20,18,1,5,26
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1584662400000,2020-03-20,0,1326420,0,0,0,0,0,0,0,0
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1584748800000,2020-03-21,1,1326420,0,0,0,0,0,0,0,0
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1588032000000,2020-04-28,39,1163789,200,88,6,5,5,2,1,8
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1588118400000,2020-04-29,40,1163789,300,102,10,5,4,2,1,8
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1588204800000,2020-04-30,41,1163789,300,103,11,5,4,2,1,8
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1588291200000,2020-05-01,42,1163789,300,106,10,5,4,2,1,8
3,3,KAB. BLITAR,-8.132799223604957,112.23645534893667,1588377600000,2020-05-02,43,1163789,184,109,11,5,4,2,1,8
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586217600000,2020-04-07,18,1252020,48,54,0,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586304000000,2020-04-08,19,1252020,48,52,1,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586390400000,2020-04-09,20,1252020,48,51,0,1,1,0,0,1
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586476800000,2020-04-10,21,1252020,48,47,1,0,0,1,0,1
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1584835200000,2020-03-22,2,1326420,0,0,0,0,0,0,0,0
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1584921600000,2020-03-23,3,1326420,0,31,6,0,0,0,0,0
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1585008000000,2020-03-24,4,1326420,0,39,7,0,0,0,0,0
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586563200000,2020-04-11,22,1252020,48,45,1,0,0,1,0,1
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586649600000,2020-04-12,23,1252020,48,38,1,0,0,1,0,1
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586736000000,2020-04-13,24,1252020,47,34,0,2,1,1,0,3
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1589932800000,2020-05-20,61,994212,629,476,8,20,20,1,5,26
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1590019200000,2020-05-21,62,994212,645,478,8,21,19,1,6,28
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1590105600000,2020-05-22,63,994212,679,486,7,22,22,1,6,29
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1590192000000,2020-05-23,64,994212,676,601,7,23,22,1,6,30
1,1,KAB. BANGKALAN,-7.044992023914042,112.92884608988699,1590278400000,2020-05-24,65,994212,676,501,7,24,23,1,6,31
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1585094400000,2020-03-25,5,1326420,0,42,7,0,0,0,0,0
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1585180800000,2020-03-26,6,1326420,0,53,15,1,0,0,0,1
6,6,KAB. GRESIK,-6.86732310199931,112.58723103428937,1585267200000,2020-03-27,7,1326420,0,76,17,0,0,0,0,1
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586822400000,2020-04-14,25,1252020,46,28,0,3,1,1,0,4
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586908800000,2020-04-15,26,1252020,46,30,0,3,1,1,0,4
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1586995200000,2020-04-16,27,1252020,185,29,1,3,3,1,0,4
4,4,KAB. BOJONEGORO,-7.255098345234747,111.80605658970485,1587081600000,2020-04-17,28,1252020,185,30,1,3,3,1,0,4
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1586304000000,2020-04-08,19,1617814,62,193,5,0,0,0,1,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1586390400000,2020-04-09,20,1617814,62,185,8,0,0,0,1,1
2,2,KAB. BANYUWANGI,-8.365847665700583,114.20611422681587,1586476800000,2020-04-10,21,1617814,62,168,6,2,2,0,1,3
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587427200000,2020-04-21,32,778789,28,221,1,0,0,0,1,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587513600000,2020-04-22,33,778789,28,224,3,0,0,0,1,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587600000000,2020-04-23,34,778789,28,185,3,0,0,0,1,1
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587686400000,2020-04-24,35,778789,28,191,3,1,0,0,1,2
5,5,KAB. BONDOWOSO,-7.941717966740334,113.94578998632433,1587772800000,2020-04-25,36,778789,65,195,2,1,1,0,1,2
